Experience overall was fair,Experience overall was good. Unfortunately understanding the advisor was somewhat difficult. Speaking too fast can be difficult. Had to call back to correct the statement received. All is good now thank you
I love that I'm able to do it online.,"Date of experience: January 06, 2025"
Very helpful and easy to understand,Very helpful and easy to understand
Easy,"Easy, fast, intuitive program."
Great agent,"Great agent, answered all questions
Very helpful"
Easy to understand.,"Prices are very competitive.
It was easy to talk to a real person.
Options are clear."
The online application is…,The online application is straightforward and easy to use. We had a question about the medical requirements and received a quick response over the phone.
It was quick and very simple to…,It was quick and very simple to navigate the website to get the insurance we needed.
Travel Insurance,"The person looking after me was pleasant, helpful and set me up with the right insurance for my vacation. It was a good experience."
Snowbird was very informative in…,Snowbird was very informative in addressing my pre-existing conditions and was able to provide us with a competitive qoute for our travel needs
