,score,review,date,pos,neg,neu,compound,year,month
203,1,Rep was outstanding  She took the time to find a plan that provided the coverage we needed for our   months in Mexico at a price that wasn t outrageous,2021-10-03,0.118,0.088,0.794,0.25,2021,2021-10
204,1,Speedy coverage  Professional courteous and knowledgeable personnel but very hard to reach by phone ,2020-08-07,0.221,0.122,0.657,0.167,2020,2020-08
205,1,Excellent process from start to finish,2022-05-04,0.425,0.0,0.575,0.5719,2022,2022-05
206,1,Easy to apply for insurance ,2023-06-02,0.42,0.0,0.58,0.4404,2023,2023-06
207,1,Patty was very knowledgable and handled our insurance requirements well ,2021-01-19,0.189,0.0,0.811,0.2732,2021,2021-01
208,1,Good and helpful,2023-11-27,0.851,0.0,0.149,0.6908,2023,2023-11
209,1,It was fast   easy to digest and very good pricing  Thankyou,2023-02-27,0.404,0.0,0.596,0.7264,2023,2023-02
210,0,Agent was very patient,2022-12-12,0.0,0.0,1.0,0.0,2022,2022-12
211,1,Easy to use website,2021-12-30,0.492,0.0,0.508,0.4404,2021,2021-12
212,1,Quick and easy ,2023-12-10,0.592,0.0,0.408,0.4404,2023,2023-12
213,1,Informative  polite and helpful  Not to pushy  Can review and cancel within a time period of ,2020-09-03,0.235,0.102,0.663,0.3847,2020,2020-09
214,1,Easy and fast quote and purchase  Still best and most affordable option for travel insurance,2022-04-15,0.353,0.0,0.647,0.7964,2022,2022-04
215,-1,Don t like reviews if I was unhappy you would know,2020-07-21,0.175,0.196,0.629,-0.0772,2020,2020-07
216,1,Both people I spoke to were friendly and knowledgeable AND very personable  Great jobs by both One was Theresa but cannot remember the other one tl Good job ,2023-04-22,0.257,0.0,0.743,0.8243,2023,2023-04
217,1,The representative was very professional  thorough and extremely pleasant to deal with while asking the necessary medical questions  closing with the warning cautions  My experience has been refreshing to say the least  Thank you the privilege is mine ,2020-05-02,0.137,0.101,0.762,0.3783,2020,2020-05
218,1,Very informative representatives  and quick with suggestions and responses to questions  Coverage seems better than other quotes we received  and the bonus it was the lowest quote of all other companies ,2021-02-04,0.173,0.07,0.757,0.5859,2021,2021-02
219,0,Simple way to get travel medical insurance,2022-02-05,0.0,0.0,1.0,0.0,2022,2022-02
220,1,thank you for your help,2020-10-20,0.634,0.0,0.366,0.6369,2020,2020-10
221,1,Very easy to use   great price,2020-10-06,0.646,0.0,0.354,0.807,2020,2020-10
222,1,I found I was treated very kind and helpful,2022-06-02,0.491,0.0,0.509,0.7755,2022,2022-06
223,1,We wanted to share our recent experience with booking our Snowbird advisory travel insurance  It was a first class experience  The two telephone advisory gentlemen we spoke too were very professional  courtesy  and helpful in providing us with valuable information allowing us make our decision to proceed with purchasing our travel insurance  In fact my wife and I both commented it was the best experience we ever had with purchasing any kind of service on the phone  Unfortunately we don t recall the name of our second advisor but Chad was the first and main one we dealt with  Congrats and thank you ,2020-07-16,0.156,0.015,0.829,0.9348,2020,2020-07
224,1,Great service   prices  so,2022-09-08,0.577,0.0,0.423,0.6249,2022,2022-09
225,1,Our experience with Assia has been fantastic so far  She followed up at the exact time planned  She was very efficient and we feel confident that we will be looked after if need be  on our vacation ,2022-01-21,0.225,0.0,0.775,0.8718,2022,2022-01
226,1,Really good ,2020-05-23,0.762,0.0,0.238,0.4927,2020,2020-05
227,1,Samantha was extremely helpful,2021-08-31,0.508,0.0,0.492,0.4754,2021,2021-08
228,1,It is always an easy process to book insurance and get answers to questions  Agents are extremely helpful  We haven t had to use it yet so can t comment on that part ,2023-05-09,0.162,0.0,0.838,0.7178,2023,2023-05
229,1,Ruth was patient  knowledgeable   was very helpful  I would contact Snowbird again,2023-02-21,0.219,0.0,0.781,0.4754,2023,2023-02
230,-1,It was easy  straightforward and no hassle like other companies ,2020-07-05,0.204,0.303,0.493,-0.1053,2020,2020-07
231,1,Karen     was very informative and helpful when deciding what plan to chose from  Was polite   courteous  and we were able to UNDERSTAND  So many of the  CALL Centres  that businesses are using today have people that are difficult to understand because of the VERY HEAVY ACCENTS  ,2023-09-11,0.123,0.048,0.829,0.5945,2023,2023-09
232,-1,Polite  knowledgeable  representative  Comfortable to deal with  Only problem I had  the confirmation of my insurance went into my  junk mail  and not into the received  In box  Maybe reminder to include your company in the contact list would have helped me   My problem ,2021-04-08,0.066,0.109,0.825,-0.2732,2021,2021-04
233,1,First of all the person who took my call was courteous and made it know that he was there to help with what ever my request was  He was very efficient at answering any questions I had regarding to my request for insurance coverage  This gave me confidence in his ability to do just that  And I was not disappointed  This I know for certain  I would not hesitate to use your services again  I was won over by his ability to answer all my questions and to the business at hand ,2023-10-04,0.273,0.0,0.727,0.9806,2023,2023-10
234,1,Worked with me diligently to provide me with the exact insurance I needed  And friendly  professional and caring the whole way through ,2021-10-21,0.242,0.0,0.758,0.7506,2021,2021-10
235,1,Simple  step by step questions and clear instructions ,2022-02-02,0.271,0.0,0.729,0.3818,2022,2022-02
236,1,Courteous and Knowledgeable staff  Easy process,2022-08-12,0.608,0.0,0.392,0.7351,2022,2022-08
237,1,Polite  knowledgeable and helpful service  Best prices around ,2021-02-06,0.538,0.0,0.462,0.7906,2021,2021-02
238,1,Chris was very professional   knowledgeable and pleasant to deal with ,2023-10-01,0.268,0.0,0.732,0.5106,2023,2023-10
239,0,Affordable and reliable coverage for seniors ,2020-05-26,0.0,0.0,1.0,0.0,2020,2020-05
240,1,Was less stressful than talking to an agent  Everything and all questions were simple and to the point  I like to see this easy way of getting Insurance,2023-03-17,0.173,0.089,0.738,0.4344,2023,2023-03
241,1,Easy to use online and low price ,2022-05-13,0.29,0.21,0.5,0.2023,2022,2022-05
242,1,We got a quote online and had to call as we had a few questions  Operator was helpful and knowledgeable  Great experience ,2021-05-03,0.257,0.0,0.743,0.7845,2021,2021-05
243,0,The cost for the policy,2022-07-17,0.0,0.0,1.0,0.0,2022,2022-07
244,1,Easy to maneuver the site  questions were in layman s terms  good price ,2021-07-04,0.345,0.0,0.655,0.7003,2021,2021-07
245,1,relatively cumbersome to navigate thru the questions  primarily due to the medical q   a   but in the end I am very happy with the cost to acquire  I hope I have the same positive feeling should I unfortunately need to make a claim on the insurance ,2020-12-03,0.266,0.052,0.682,0.9311,2020,2020-12
246,1,Customer Service was very helpful ,2022-05-21,0.436,0.0,0.564,0.4754,2022,2022-05
247,1,It was an easy process ,2021-10-02,0.42,0.0,0.58,0.4404,2021,2021-10
248,1,The site was easy to navigate with straight forward questions  The quote was received very fast and the whole process was completed in no time at all  the documents were emailed to me within a couple of minutes  Thanks,2021-04-17,0.171,0.049,0.78,0.6705,2021,2021-04
249,1,The customer service staff are friendly  but it seems that it depends on which staff member you talk to you get either different questions or they do not understand what the customer is attempting to explain ,2020-05-30,0.057,0.0,0.943,0.2732,2020,2020-05
250,1,The agent I talked to was amazing  She was extremely helpful and explained every step we took ,2023-12-09,0.315,0.0,0.685,0.7841,2023,2023-12
251,1,Helpful and knowledgeable staff,2023-08-14,0.483,0.0,0.517,0.4215,2023,2023-08
252,1,I had to call in with a couple of questions and it was no problem for them to help answer  Excellent to deal with ,2020-09-19,0.292,0.0,0.708,0.8252,2020,2020-09
253,1,Easy to book on line with good prices,2020-05-23,0.492,0.0,0.508,0.7003,2020,2020-05
254,1,This is the second purchase I have made for travel insurance with this company  The application process and the cost associated with this policy are both very reasonable   easy and fair  Though I happily did not have to use the policy for payout   healthcare on my first trip and hope this next trip is the same  I just had have much greater peace of mind having purchased the policy extra coverage ,2020-12-11,0.217,0.0,0.783,0.9515,2020,2020-12
255,1,The person we dealt with was patient  kind and knowledgeable ,2021-09-15,0.274,0.0,0.726,0.5267,2021,2021-09
256,1,simple and efficient online process,2022-10-13,0.412,0.0,0.588,0.4215,2022,2022-10
257,1,Easy communication and purchase,2022-05-30,0.492,0.0,0.508,0.4404,2022,2022-05
258,1,Friendly and efficient service and on boarding made easy ,2020-01-02,0.597,0.0,0.403,0.836,2020,2020-01
259,1,Everything was easy and went smoothly  The cost was reasonable also ,2022-06-15,0.225,0.0,0.775,0.4404,2022,2022-06
260,1,Your staff member was a big help ,2023-08-20,0.31,0.0,0.69,0.4019,2023,2023-08
261,1,Efficient collection of all required data  We were surprised at how expensive health insurance has become  Nasty surprise ,2020-09-10,0.279,0.148,0.574,0.296,2020,2020-09
262,1,Call was immediately answered and we were able to go through the renewal process quickly  They made sure I understood everything and provided options  Any questions I asked were answered clearly ,2021-03-28,0.147,0.0,0.853,0.6124,2021,2021-03
263,1,Friendly person to talk to,2022-11-26,0.444,0.0,0.556,0.4939,2022,2022-11
264,1,I needed pre existing non stable coverage  Agent asked a series of questions and gave me a quote that was less than expected  Excellent service so far ,2023-03-29,0.184,0.0,0.816,0.6845,2023,2023-03
265,1,easy to apply,2022-10-11,0.592,0.0,0.408,0.4404,2022,2022-10
266,1,I was happy to understand what they told even when they had to explain it more for me she and he were fantastic This company is the best I was so happy that I didn t have to pay a big prices thank yous for having patience with me,2020-01-09,0.297,0.022,0.681,0.9604,2020,2020-01
267,0,You responded to our calls immediately,2023-06-10,0.0,0.0,1.0,0.0,2023,2023-06
268,1,Ease of arranging insurance  Speaking to a live person ,2023-01-27,0.238,0.0,0.762,0.3612,2023,2023-01
269,1,Great customer service  Quick and easy to purchase travel insurance with best rate ,2022-03-26,0.528,0.0,0.472,0.9042,2022,2022-03
270,1,Easy to get the needed insurance,2020-07-26,0.367,0.0,0.633,0.4404,2020,2020-07
271,1,Process was good    I got the insurance  at a good price and without much time spent doing it ,2023-02-28,0.266,0.0,0.734,0.7003,2023,2023-02
272,1,Our agent was extremely polite and very helpful in getting us the packages that we needed to go on vacation,2021-02-07,0.14,0.0,0.86,0.4754,2021,2021-02
273,1,Fast response  value for the dollar  My credit card insurance wouldn t cover me on my upcoming trip due to a steroid I was prescribed   months earlier for a simple chest cold  Snowbird Insurance asked us a few questions  then gave us a reasonable rate to cover me for the    day trip  Very satisfied ,2020-05-31,0.137,0.0,0.863,0.796,2020,2020-05
274,-1,My premium went up  No change in meds  Why ,2020-02-23,0.0,0.216,0.784,-0.296,2020,2020-02
275,1,Very efficient and excellent price ,2023-02-17,0.702,0.0,0.298,0.7939,2023,2023-02
276,-1,Quick renewal no hassles loved it,2021-09-19,0.0,0.572,0.428,-0.6537,2021,2021-09
277,1,The staff was knowledge and very professional  Was able to answer all our questions and we were able to make a decision and finish our transaction in the same call  Thanks ,2021-08-09,0.088,0.0,0.912,0.4404,2021,2021-08
278,1,Agent very knowledgeable and helpful to get the right plan for our trip  Used many times  never had a claim so cannot comment on that ,2023-12-14,0.113,0.0,0.887,0.4703,2023,2023-12
279,1,Fast  efficient service and friendly too ,2023-12-16,0.6,0.0,0.4,0.7184,2023,2023-12
280,1,Easy to answer the questions,2020-04-13,0.42,0.0,0.58,0.4404,2020,2020-04
281,1,The gentleman on the phone was vert professional we got disconnected and he called me back instantly that was so nice ,2020-09-10,0.153,0.0,0.847,0.5598,2020,2020-09
